ghsa_stn|riv_basin|country|agency|state|agency_id|site_name|district|site_type1|agency_area|river|site_type2|agency_lat|agency_lon|basinShort|basinCode|hydrosh_pf|ghsa_locchk|ghsa_rivchk|ghsa_lmark|ghsa_lmark_lat|ghsa_lmark_lon|ghsa_lmark_dist|ghsa_reloc|ghsa_lat|ghsa_lon|ghsa_area|hydro_area|merit_lat|merit_lon|merit_area|disc_agency|disc_merit|ghsa_netchk|merit_netchk|qc1|qc2|qc3|qc4|qc5|qc6|ghsa_group
IN-brah_choto|Brahmaputra|IN|CWC|Assam|CW1BRL001085|Chotogorjan|Morigaon|HO|6497|Udori|GDQ|26.2761|92.1892|brah|x2B|PF12-4120883860||on Pokoriya river|GM, Chotogarjan town west|26.27636|92.18351|0.57|0.112|26.27706|92.18954|996.5|998|26.27584|92.18917|1390.1|-84.7|-28.3|||1|1|1|1|1|0|G4
IN-brah_choul|Brahmaputra|IN|CWC|Assam|CW1BRU000221|Chouldhowa- ghat|Lakhimpur|HO/FF|24380|Brahmaputra/Subansiri|GDSQ|27.4475|94.2528|brah|x2B|PF12-4120851010|||GM, Chauldhowa town nearby|27.4483|94.24976|0.31|0.0846|27.44794|94.2521|26382.4|26415.8|27.44752|94.25166|26346.3|8.2|0.1|||1|1|1|1|1|1|G1
IN-brah_chowk|Brahmaputra|IN|CWC|Assam||Chowkhamghat|Lohit|HO|24105|Lohit|GDQ|27.8494|96.0292|brah|x2B|PF12-4120836220|uncertain location; confluence dilemma||GM, Chowkham town nearby|27.80953|96.02571|4.45|0.3679|27.85212|96.02707|21912.2|21939.6|27.85665|96.02665|20974.8|-9.1|4.5|||1|1|1|0|1|1|G4
IN-brah_coron|Brahmaputra|IN|CWC|West Bengal|CW1BRL000319|Coronation|Darjeeling|HO/FF|8147|Brahmaputra/Teesta|GQ|26.9025|88.4731|brah|x2B|PF12-4121478650|||OSM, Coronation bridge nearby|26.90272|88.47335|0.03|0.049|26.90209|88.47292|8209.1|8217.9|26.90246|88.47334|8185.5|0.8|0.3|||1|1|1|1|1|1|G1
IN-brah_dapar|Brahmaputra|IN|CWC|Arunachal Pradesh||Daparizo|Anjaw|HO|15000|Subansiri|GDSQ|27.9894|94.2281|brah|x2B|PF12-4120830160|||GM, Daporijo town nearby|27.9847|94.21848|1.08|0.5008|27.9938|94.22701|15125.9|15147.7|27.98916|94.22834|15119.2|0.8|0|||1|1|1|1|1|1|G1
IN-brah_deopa|Brahmaputra|IN|CWC|Arunachal Pradesh||Deopani|Lower Dibang Valley|HO|93|Deopani|GQ|28.1589|95.8469|brah|x2B|PF12-4120826130|||GM, Deopani park nearby|28.15722|95.84881|0.26|0.1847|28.1604|95.84771|98|92|28.16|95.84669|92.8|5.4|5.6|||0|1|1|1|1|1|G4
IN-brah_desan|Brahmaputra|IN|CWC|Assam|CW1BRU000756|Desangpani|Sivasagar|HO|1943|Brahmaputra/Desang|GQ|27.0472|94.9125|brah|x2B|PF12-4120860120|||GM, Disangpani town nearby|27.0489|94.91333|0.21|0.2215|27.04791|94.91459|2512.7|2517.3|27.04667|94.91249|2569.4|29.3|-2.2|||1|1|1|1|1|1|G3
IN-brah_dhara|Brahmaputra|IN|CWC|Assam|CW1BRL000311|Dharamtul|Morigaon|HO/FF|14100|Brahmaputra/Kopili|GQ|26.1661|92.3556|brah|x2B|PF12-4121487130|||GM, Dharmatul town north east|26.18921|92.37411|3.16|0.0674|26.16584|92.35499||0.2|26.16584|92.35499|15951.9|-1000000|-1000000|unreliable network||1|0|1|1|1|1|G4
IN-brah_dhola|Brahmaputra|IN|CWC|Assam|CW1BRU000218|Dholabazar|Tinsukia|HO|25626|Brahmaputra/Lohit|GQ|27.7567|95.5839|brah|x2B|PF12-4120838230|||GM, Dholla town nearby|27.75458|95.59016|0.66|4.1949|27.78541|95.55624||39843.2|27.77582|95.56499|40913.6|-1000000|-1000000||complex river network|1|1|0|1|1|1|G4
IN-brah_dhubr|Brahmaputra|IN|CWC|Assam|CW1BRL000143|Dhubri|Barpeta|HO/FF|476560|Brahmaputra/ Brahmaputra|GQ|26.0167|89.9903|brah|x2B|PF12-4120892600|||GM, Dhubri town nearby|26.02296|89.97446|1.73|0.4174|26.01457|89.99374|468390.8|468136.1|26.015|89.99501|465564.3|-1.7|0.6|||1|1|1|1|1|1|G1
IN-brah_diana|Brahmaputra|IN|CWC|West Bengal|CW1BRL000294|Diana|Jalpaiguri|FF|160|Brahmaputra/Jaldhaka/Diana|GQ|26.8614|89.0011|brah|x2B|PF12-4120876080|||GM, Diana bridge nearby|26.86416|88.99705|0.51|0.3363|26.8604|88.9979|248.2|248.2|26.86167|89.00084|240.5|55.1|3.2|||1|1|1|1|1|1|G3
IN-brah_dibru|Brahmaputra|IN|CWC|Assam|CW1BRU000127|Dibrugarh|Dibrugarh|HO/FF|344000|Brahmaputra|GQ|27.4989|94.9058|brah|x2B|PF12-4120846380|||GM, Dibrugarh town nearby|27.46889|94.90838|3.35|3.1069|27.51036|94.87707|301833.3|301301.2|27.51081|94.8725|299303|-12.3|0.8|||1|1|1|1|1|1|G2
IN-brah_dihin|Brahmaputra|IN|CWC|Assam|CW1BRU001531|Dihingmukh|Sivasagar|HO|5392|Buri Dihing|GDSQ|27.2556|94.7394|brah|x2B|PF12-4120852810|||GM, Dehing Mukh school nearby|27.25431|94.72384|1.54|0.065|27.25616|94.73959|5372.4|5378.6|27.25583|94.73916|5304.3|-0.4|1.3|||1|1|1|1|1|1|G1
IN-brah_dilli|Brahmaputra|IN|CWC|Assam|CW1BRU000397|Dillighat|Dibrugarh|HO|1330|Brahmaputra/Desang|GQ|27.14|95.3667|brah|x2B|PF12-4121474130|||GM, Dilli ghat park nearby|27.14251|95.36405|0.38|0.206|27.13959|95.36873|1138.6|1139.3|27.13999|95.36667|1140.6|-14.4|-0.2|||1|1|1|1|1|1|G2
IN-brah_dipra|Brahmaputra|IN|CWC|Assam|CW1BRL000884|Diprang gaon|Morigaon|HO|12436|Kolong|GDQ|26.1767|92.0864|brah|x2B|PF12-4120886040||on Kopili river|GM, Diprang town nearby|26.182|92.0827|0.7|0.1062|26.17705|92.08541|18018.5|18045.3|26.1775|92.08667|17684.5|44.9|1.9|||1|1|1|1|1|0|G4
IN-brah_doimu|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU000885|Doimukh|Papumpare|HO|1917|Dikrong|GDSQ|27.1364|93.7522|brah|x2B|PF12-4120862660|||GM, Doimukh town nearby|27.1454|93.7508|1.01|0.1138|27.13538|93.7521|1217.4|1218.1|27.13667|93.75166|1211.9|-36.5|0.5|||1|1|1|1|1|1|G3
IN-brah_domoh|Brahmaputra|IN|CWC|West Bengal|CW1BRL000267|Domohani|Jalpaiguri|HO/FF|9432|Brahmaputra/Teesta|GDSQ|26.5628|88.7583|brah|x2B|PF12-4121483430|||GM, Domohani town nearby|26.57417|88.77414|2.02|0.2877|26.56457|88.76041|9593.5|9601.4|26.56333|88.76001|9518|1.7|0.8|||1|1|1|1|1|1|G1
IN-brah_doomd|Brahmaputra|IN|CWC|Assam|CW1BRU000882|Doomduma|Timsukia|HO|533|Dibru|GQ|27.5672|95.5503|brah|x2B|PF12-4121469020|||GM, Dum Duma or Doom duma town nearby|27.56975|95.55215|0.34|0.3406|27.56458|95.55209|518.5|517.2|27.56667|95.54999|571.8|-2.7|-9.3|||1|1|1|1|1|1|G2
IN-brah_drfxx|Brahmaputra|IN|CWC|Assam|CW1BRL000261|D.R.F|Baksa (BTAD)|HO|1000|Brahmaputra/Puthimari|GQ|26.775|91.6892|brah|x2B|PF12-4120873090||on Jia Ber or Lokhaitora river|GM, CWC DRF nearby|26.77617|91.67896|1.02|0.8941|26.77292|91.6979|1147.6|1145|26.77501|91.69499|1143|14.8|0.4|||1|1|1|1|1|0|G4
IN-brah_dudhn|Brahmaputra|IN|CWC|Assam|CW1BRL000683|Dudhnoi|Goalpara|HO|478|Brahmaputra/Dudhnai|GDSQ|25.9792|90.7908|brah|x2B|PF12-4120890030|||GM, Dudhnoi town nearby|25.98511|90.78584|0.82|0.0045|25.97917|90.79083||0.4|25.97917|90.79083|439.5|-1000000|-1000000|unreliable network||1|0|1|1|1|1|G4
IN-brah_ebran|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU001220|Ebranli|Lower Dibang  Valley|HO|976|Dibang|GDQ|28.375|95.9314|brah|x2B|PF12-4120817930||on Amli river|GM, Ebranli town north west|28.40414|95.89866|4.56|0.2317|28.37292|95.93126|972.9|972.5|28.37501|95.93083|970.2|-0.3|0.3|||1|1|1|1|1|1|G1
IN-brah_etali|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU001065|Etalin|Upper Dibang|HO|6673|Dibang|G|28.6058|95.8589|brah|x2B|PF12-4120812140|||GM, Etalin town nearby|28.6095|95.86449|0.68|0.265|28.60623|95.85623|6675.7|6683.6|28.60752|95.85751|6666.5|0|0.1|||1|1|1|1|1|1|G1
IN-brah_gaham|Brahmaputra|IN|CWC|Assam|CW1BRL001067|Gahampai|Dima Hasao|HO|4028|Diyung/Kopili|GD|25.8081|92.905|brah|x2B|PF12-4120895820|||no landmark found||||0.2389|25.80627|92.90625|7180.3|7191.6|25.80668|92.90584|7172.7|78.3|0.1|||1|1|1|1|0|1|G4
IN-brah_gazol|Brahmaputra|IN|CWC|West Bengal|CW1BRL000688|Gazoldoba|Jalpaiguri|FF|8503|Brahmaputra/Teesta|GQ|26.7525|88.5872|brah|x2B|PF12-4120873540|||GM, Gojoldoba town nearby|26.74862|88.58553|0.46|0.7684|26.75618|88.59375|8767.4|8777.9|26.75334|88.58832|8403|3.1|4.3|||1|1|1|1|1|1|G1
IN-brah_gelab|Brahmaputra|IN|CWC|Assam|CW1BRU000625|Gelabil|Golaghat|HO|7300|Brahmaputra/Dhansiri(South)/Doyang|GQ|26.2408|93.9836|brah|x2B|PF12-4120882090|||GM, CWC Gelabil site nearby|26.2422|93.97557|0.82|0.2646|26.23963|93.98129|4238|4241.1|26.24167|93.9825|4134.6|-41.9|2.5|||1|1|1|1|1|1|G3
IN-brah_ghish|Brahmaputra|IN|CWC|West Bengal|CW1BRL000132|Ghish|Jalpaiguri|FF|156|Brahmaputra/Teesta/Ghish|GQ|26.8747|88.6094|brah|x2B|PF12-4120867720|||GM, Gheesh valley view point nearby|26.87595|88.60895|0.15|2.517|26.85208|88.61035|302.2|301.9|26.87419|88.61083|167.7|93.7|80.2|||1|1|1|1|1|1|G3
IN-brah_ghugu|Brahmaputra|IN|CWC|West Bengal|CW1BRL000268|Ghugumari|Cooch Behar|HO/FF|4530|Brahmaputra/|GDSQ|26.2878|89.4608|brah|x2B|PF12-4120883700|||GM, Ghugumari town nearby|26.28487|89.45873|0.39|0.2667|26.28543|89.46039|4415.6|4420.2|26.28833|89.46083|4434.5|-2.5|-0.4|||1|1|1|1|1|1|G1
IN-brah_giras|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU001212|Gira(Siyum)|Upper Subansiri|HO|13297|Subansiri|GD|28.3586|94.0361|brah|x2B|PF12-4120822520|||GM, Siyum town south|28.34299|94.03412|1.75|0.2699|28.35625|94.03541|13286.1|13302.3|28.35833|94.03666|13282.3|-0.1|0|||1|1|1|1|1|1|G1
IN-brah_goalp|Brahmaputra|IN|CWC|Assam|CW1BRL000191|Goalpara|Goalpara|HO/FF|463220|Brahmaputra|GQ|26.2042|90.5814|brah|x2B|PF12-4120886650|||GM, Goalpara town south east|26.17146|90.62064|5.35|4.6972|26.1938|90.62703|453828.5|453549.1|26.20916|90.57674|460062.6|-2|-1.4|||1|1|1|1|1|1|G1
IN-brah_golag|Brahmaputra|IN|CWC|Assam|CW1BRU000486|Golaghat|Golaghat|HO/FF|8100|Brahmaputra/Dhansiri(South)|GDSQ|26.5028|93.9519|brah|x2B|PF12-4120873940|||GM, Golaghat town nearby|26.50713|93.95749|0.74|0.1055|26.50187|93.95211|8311.8|8324.3|26.50249|93.9525|8329.8|2.6|-0.2|||1|1|1|1|1|1|G1
IN-brah_golok|Brahmaputra|IN|CWC|Assam|CW1BRL000344|Golokganj|Dhubri|FF|13094|Brahmaputra/Sankosh|GQ|26.1072|89.8225|brah|x2B|PF12-4121488670|||GM, Golakganj town nearby|26.10607|89.83048|0.81|0.1071|26.10631|89.82291|11012.5|11027.3|26.10835|89.82083|15209|-15.9|-27.6|||1|1|1|1|1|1|G3
IN-brah_gumap|Brahmaputra|IN|CWC|Assam|CW1BRL001113|Guma Phoolbari|Barpeta|HO|421900|Brahmaputra|GQ|26.5225|90.93|brah|x2B|PF12-4121485000|||no landmark found||||0.711|26.52293|90.92287|28906.3|28951|26.52248|90.92582|28592.1|-93.1|1.1|||1|1|1|1|0|1|G4
IN-brah_gutan|Brahmaputra|IN|CWC|Assam|CW1BRU001562|Gutang|Timsukia|HO|814|Dibru|GDQ|27.5733|95.3683|brah|x2B|PF12-4120842520|||GM, Gotong gaon town south|27.55336|95.37894|2.45|0.622|27.57712|95.37291|795.5|796.4|27.57336|95.36831|850.8|-2.3|-6.5|||1|1|1|1|1|1|G2
IN-brah_guwah|Brahmaputra|IN|CWC|Assam|CW1BRL000118|Guwahati DC court|Kamrup|HO/FF|416990|Brahmaputra|GQ|26.1947|91.7431|brah|x2B|PF12-4120888190|||GM, Guwahati court nearby|26.19096|91.75171|0.95|0.8919|26.20205|91.73952|413837.9|413492.3|26.19916|91.74167|411839.3|-0.8|0.5|||1|1|1|1|1|1|G1
IN-brah_hasim|Brahmaputra|IN|CWC|West Bengal|CW1BRL000310|Hasimara|Alipurduar|HO/FF|3920|Brahmaputra/|GDSQ|26.7292|89.3236|brah|x2B|PF12-4121481330|||GM, Hasimara town nearby|26.73028|89.34642|2.27|0.2359|26.72717|89.32291|3895.6|3896.6|26.72916|89.3225|3856.4|-0.6|1|||1|1|1|1|1|1|G1
IN-brah_hayul|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU000438|Hayuliang|Lohit|HO|17760|Brahmaputra/Lohit|GQ|28.0653|96.5539|brah|x2B|PF12-4120828120|||GM, Hayuliang town north west|28.07649|96.54443|1.55|0.1948|28.06456|96.5521|16492.8|16515.7|28.06584|96.55416|16457.2|-7.1|0.2|||1|1|1|1|1|1|G1
IN-brah_jagib|Brahmaputra|IN|CWC|Assam|CW1BRL000551|Jagibhakatga- on|Morigaon|HO|15925|Brahmaputra/Kopili|GDSQ|26.1775|92.2169|brah|x2B|PF12-4120887900|||GM, Jagi Bhakatgaon school north|26.18111|92.2183|0.43|0.2303|26.17704|92.21465|17762.1|17791.1|26.1775|92.21667|17449.7|11.5|1.8|||1|1|1|1|1|1|G2
IN-brah_jagun|Brahmaputra|IN|CWC|Assam|CW1BRU000883|Jagunghat|Tinsukia|HO|1509|Buri Dihing|GDQ|27.3953|95.8833|brah|x2B|PF12-4120850700|||GM, Jagun ghat nearby|27.39559|95.88713|0.38|0.7787|27.40204|95.88544|1536.3|1537|27.39416|95.88333|1519.6|1.8|1.1|||1|1|1|1|1|1|G1
IN-brah_jaira|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU001565|Jairampur|Changlang|HO|435|Buri Dihing|GQ|27.3453|96.0339|brah|x2B|PF12-4120848080||on Namchik river|GM, Jairampur town north west|27.35292|96.01419|2.12|0.2286|27.34375|96.03542|447.6|439.4|27.34583|96.03416|441.4|2.9|1.4|||1|1|1|1|1|1|G1
IN-brah_jaldh|Brahmaputra|IN|CWC|West Bengal|CW1BRL000302|Jaldhaka NH- 31|Jalpaiguri|HO/FF|1590|Brahmaputra/Jaldhaka|GDSQ|26.5697|88.9383|brah|x2B|PF12-4120876170|||GM, Jaldhaka garden nearby|26.57166|88.94355|0.57|0.1646|26.56874|88.93956|1446.8|1442.8|26.57008|88.93833|1598.2|-9|-9.5|||1|1|1|1|1|1|G2
IN-brah_jhanj|Brahmaputra|IN|CWC|Assam|CW1BRU001185|Jhanji|Jorhat|HO|971|Teok|GQ|26.8461|94.4931|brah|x2B|PF12-4121478340||on Janji river|GM, Jhanji town north|26.84798|94.49262|0.21|0.234|26.84812|94.49376|948.8|948.4|26.84667|94.4925|917.7|-2.3|3.4|||1|1|1|1|1|1|G1
IN-brah_jiabh|Brahmaputra|IN|CWC|Assam|CW1BRL000326|(Jiabharalli NT Road - Xing|Sonitpur|HO/FF|12359|Brahmaputra/Jiabharali|GQ|26.8097|92.8764|brah|x2B|PF12-4120868790||on Kameng river|GM, Jia Bharali bridge nearby|26.81051|92.87984|0.35|0.354|26.81036|92.87291|10397.6|10410.7|26.80999|92.87834|10358.3|-15.9|0.4|||1|1|1|1|1|0|G4
IN-brah_jolla|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU001298|Jollang|Papumpare|HO|143|Dikrong(Sinki)|GDSQ|27.0694|93.6361|brah|x2B|PF12-4121475500|||GM, Jollang school nearby|27.06916|93.63226|0.38|0.0996|27.06874|93.63542|152.9|149.2|27.06918|93.63583|143.2|6.9|6.8|||1|1|1|1|1|1|G2
IN-brah_jotte|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRL001299|Jotte|Papumpare|HO|160|Dikrong(Poma)|GDSQ|27.0408|93.475|brah|x2B|PF12-4120860810||on Burai river|GM, Jote town north|27.04876|93.46997|1.02|0.3876|27.04373|93.47288|198.9|186.3|27.04168|93.47416|186.9|24.3|6.4|||1|1|1|1|1|0|G4
IN-brah_kabub|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU000491|Kabu Basti|West Siang|HO|4000|Brahmaputra/Siyum|GQ|28.1928|94.7703|brah|x2B|PF12-4120824640|||GM, Kabu town nearby|28.18975|94.7688|0.37|0.1735|28.19357|94.76876|5094.8|5100.4|28.1925|94.76998|5058.8|27.4|0.7|||1|1|1|1|1|1|G3
IN-brah_kakri|Brahmaputra|IN|CWC|Assam|CW1BRL001080|Kakripara|Dhubri|HO|175|Nadi(Jinjiram)|GDQ|25.8372|89.9503|brah|x2B|PF12-4120898520||unable to verify|no landmark found||||0|25.8372|89.9503||0.2|25.8372|89.9503|0|-1000000|-1000000|||1|1|1|1|0|0|G4
IN-brah_kampu|Brahmaputra|IN|CWC|Assam|CW1BRL000312|Kampur|Nagaon|HO/FF|11500|Brahmaputra/Kopili|GQ|26.1531|92.6564|brah|x2B|PF12-4120888320|||GM, Kampur town nearby|26.16114|92.6598|0.96|0.3531|26.15627|92.65619|12467.9|12491.2|26.15333|92.6575|8793.2|8.4|41.8|||1|1|1|1|1|1|G3
IN-brah_khani|Brahmaputra|IN|CWC|Sikkim|CW1BRL000147|Khanitar|East Sikkim Gangtok)|HO|5100|Brahmaputra/Teesta|GQ|27.1778|88.5133|brah|x2B|PF12-4120856120|||GM, Khani Khola station and bridge nearby|27.18756|88.51498|1.1|0.1471|27.17707|88.51454|4823.8|4828.7|27.1775|88.51417|4881.5|-5.4|-1.2|||1|1|1|1|1|1|G1
IN-brah_khero|Brahmaputra|IN|CWC|Assam|CW1BRL000315|Kheronighat|Karbi Anglong|HO/FF|7000|Brahmaputra/Kopili|GQ|25.8483|92.8867|brah|x2B|PF12-4120895820|||GM, Kheroni town and CWC office nearby|25.84972|92.88214|0.48|0.289|25.84788|92.88955|7193|7204.6|25.84838|92.88667|7188.9|2.8|0.1|||1|1|1|1|1|1|G1
IN-brah_khudr|Brahmaputra|IN|CWC|Assam|CW1BRL001116|Khudrakhowa|Barpeta|HO|1741|Manas|GDSQ|25.3067|90.7522|brah|x2B|PF12-4120885100|||GM, Khudra Khowa town north|26.28638|90.74617|108.94|109.7458|26.29366|90.74787|3222.2|3223.9|26.29333|90.73833|3216.8|85.1|0.2|||1|1|1|1|1|1|G3
IN-brah_kibit|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU000817|Kibithu|Anjaw|HO|12500|Brahmaputra/Lohit|GDQ|28.2572|97.0258|brah|x2B|PF12-4120824550|||GM, Kibithoo town north|28.27866|97.014|2.65|0.1654|28.25624|97.02709|12942.4|12937.3|28.2575|97.02666|12883.1|3.5|0.5|||1|1|1|1|1|1|G1
IN-brah_kokra|Brahmaputra|IN|CWC|Assam|CW1BRL000249|Kokrajhar|Kokrajhar|HO|770|Brahmaputra/Gaurang|GDSQ|26.3964|90.2544|brah|x2B|PF12-4120882040|||GM, Kokrajhar town north east|26.40269|90.2637|1.16|0.2929|26.39796|90.25203|729.3|728.3|26.39667|90.25417|670.1|-5.3|8.8|||1|1|1|1|1|1|G2
IN-brah_kolon|Brahmaputra|IN|CWC|Assam|CW1BRL001087|Kolongpar|Mprigaon|HO|12679|Dpuijan|G|26.2017|92.0214|brah|x2B|PF12-4120886040||on Kopili river|GM, Kalongpar business south|26.19742|92.01724|0.63|0.1533|26.20207|92.02288|18092.8|18122.4|26.20166|92.02166|17764.8|42.7|1.8|||1|1|1|1|1|0|G4
IN-brah_kotha|Brahmaputra|IN|CWC|Assam|CW1BRL001081|Kothara/Nona|Nalbari|HO|240|Nona|GDQ|26.4439|91.56|brah|x2B|PF12-4120878100|||GM, Nona bridge nearby|26.44425|91.56017|0.04|0.9944|26.45217|91.5562||266.6|26.445|91.57084|208|-1000000|-1000000||unreliable network|1|1|0|1|1|1|G4
IN-brah_kris1|Brahmaputra|IN|CWC|Assam|CW1BRU000910|Krishnabihari|Golaghat|HO|650|Dirai|GDQ|27.0689|94.7875|brah|x2B|PF12-4120859670|||GM, Krishna Behari town north|27.077|94.78679|0.9|0.4934|27.07292|94.78539|554.5|549.1|27.06916|94.7875|489.1|-14.7|13.4|||1|1|1|1|1|1|G3
IN-brah_kris2|Brahmaputra|IN|CWC|Assam|CW1BRL001251|Krishnai|Golpara|HO|969|Krishnai|GDQ|26.0272|90.6694|brah|x2B|PF12-4120890410|||GM, Krishnai town nearby|26.03013|90.66643|0.44|0.4819|26.02706|90.66458|931|932.8|26.0275|90.67|925.3|-3.9|0.6|||1|1|1|1|1|1|G1
IN-brah_kulsi|Brahmaputra|IN|CWC|Assam|CW1BRL000708|Kulsi|Kamrup (Rural)|HO|2500|Brahmaputra/Kulsi|GDSQ|25.9792|91.3858|brah|x2B|PF12-4120891530|||GM, Kulsi town south east|25.97057|91.41494|3.07|3.4918|25.96875|91.41874|1768.7|1771.4|25.96919|91.41836|1765.1|-29.3|0.2|||1|1|1|1|1|1|G3
IN-brah_kurub|Brahmaputra|IN|CWC|Assam|CW1BRU000914|Kurubahi|Golaghat|HO|10568|Dhansiri|GDQ|26.6733|93.6917|brah|x2B|PF12-4120870190|||GM, Kuruabahi CWC site nearby|26.67191|93.69079|0.18|0.7493|26.67711|93.69792|12742.2|12765.3|26.67249|93.69166|12663.7|20.6|0.6|||1|1|1|1|1|1|G2
IN-brah_kusum|Brahmaputra|IN|CWC|Assam|CW1BRL001123|Kusumbil|Kokrajhar|HO|229|Tipkai|GDQ|26.6158|90.1647|brah|x2B|PF12-4120877970||on Hel river|no landmark found||||0.5207|26.61878|90.16874|215.9|215.3|26.61752|90.16417|178|-5.7|21.3|||1|1|1|1|0|0|G4
IN-brah_lache|Brahmaputra|IN|CWC|Sikkim|CW1BRL000908|Lachen|North Sikkim|HO|1660|Lachen Chu|GQ|27.7094|88.5617|brah|x2B|PF12-4121467530|||GM, Lachen monastery north|27.71668|88.55849|0.87|0.2943|27.71017|88.56456|1773.5|1769.2|27.71|88.5625|1752.6|6.8|1.2|||1|1|1|1|1|1|G1
IN-brah_langr|Brahmaputra|IN|CWC|Assam|CW1BRL001069|Langrimukh|Dima Hassao|HO|3143|Kopili|GD|25.5989|92.7494|brah|x2B|PF12-4120902020|||GM, Langri school north east|25.74045|92.87879|20.39|0.184|25.59791|92.74793|2019.2|2018|25.59918|92.74834|2029.2|-35.8|-0.5|||1|1|1|1|1|1|G3
IN-brah_laven|Brahmaputra|IN|CWC|Sikkim|CW1BRL001240|Laven|NorthSikkim|HO|712|Kanaka/Teesta|GQ|27.5372|88.4944|brah|x2B|PF12-4120844410|||no landmark found||||0.2063|27.53541|88.49385|653.2|649.9|27.5375|88.49416|738.7|-8.3|-11.6|||1|1|1|1|0|1|G4
IN-brah_lemek|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU000818|Lemeking|Upper Subansiri|HO|11316|Brahmaputra/Subansiri|GDQ|28.3719|93.5667|brah|x2B|PF12-4121458520|||OSM, Limeking town east|28.37032|93.60961|4.2|0.7135|28.36876|93.57306|11302.9|11314.4|28.37167|93.56667|11316|-0.1|-0.1|||1|1|1|1|1|1|G1
IN-brah_lichl|Brahmaputra|IN|CWC|Arunachal Pradesh||Lichlit|Lohit|HO|176|Lohit|GQ|27.7736|95.9753|brah|x2B|PF12-4120836230||on Tengapani river|no landmark found||||0.1853|27.77292|95.97702|215.6|214|27.77334|95.975|655.9|22.5|-67.1|||1|1|1|1|0|0|G4
IN-brah_ligri|Brahmaputra|IN|CWC|Assam|CW1BRU000911|Ligribari|Sibsagar|HO|314259|Brahmaputra|GQ|27.0517|94.5328|brah|x2B|PF12-4120860820|||GM, Ligri Bari town east|27.04956|94.56027|2.73|4.8043|27.0771|94.49355|310441.7|309924.4|27.06084|94.51917|312139.4|-1.2|-0.5|||1|1|1|1|1|1|G1
IN-brah_magur|Brahmaputra|IN|CWC|Assam|CW1BRL000991|Magurgaon|Nagoan|HO|12702|Borpani|G|26.1875|92.5506|brah|x2B|PF12-4120886050||on Kopili river|GM, Magur Gaon town nearby|26.19233|92.54846|0.58|0.2704|26.18956|92.55204|14603.6|14631|26.1875|92.55167|8807.1|15|65.8|||1|1|1|1|1|0|G4
IN-brah_majhi|Brahmaputra|IN|CWC|Sikkim|CW1BRL000569|Majhitar|South Sikkim Namchi)|FF|1397|Brahmaputra/Teesta/Rangit|GQ|27.1078|88.3217|brah|x2B|PF12-4120858840|||GM, Majhitar town nearby|27.1077|88.3236|0.19|0.3229|27.1105|88.3229|2055.1|2050.4|27.10754|88.32167|1979|47.1|3.8|||1|1|1|1|1|1|G3
IN-brah_malib|Brahmaputra|IN|CWC|Assam|CW1BRL001089|Malibari|Kamrup|HO|418|Jalijoli|GQ|26.0761|91.0017|brah|x2B|PF12-4120890420||on Kulsi river|GM, Malibari town east|26.09386|91.14564|14.51|3.5011|26.09784|91.02706|1330.7|1331.2|26.10002|91.02914|4165.3|218.3|-68.1|||1|1|1|1|1|0|G4
IN-brah_mampa|Brahmaputra|IN|CWC|Arunachal Pradesh|CW1BRU001124|Mampani|Lohit|HO|21210|Lohit|G|27.0525|96.4506|brah|x2B|PF12-4120830850|uncertain location; CWC station outside of India||OSM, Mompani town north|28.05166|96.44174|111.1|111.1474|28.05207|96.44792|18960.9|18977.4|28.05082|96.4475|18900.4|-10.6|0.3|||1|1|1|0|1|1|G4
IN-brah_manas|Brahmaputra|IN|CWC|Assam|CW1BRL000144|Manas NH Crossing|Barpeta|HO/FF|2171|Brahmaputra/Manas|GDQ|26.4642|90.7494|brah|x2B|PF12-4120877770|||GM, Manas bridge nearby|26.46581|90.74898|0.18|0.2698|26.46456|90.75208|492.5|492.4|26.46417|90.75|810.1|-77.3|-39.2|||1|1|1|1|1|1|G3
IN-brah_margh|Brahmaputra|IN|CWC|Assam|CW1BRU000223|Margherita|Tinsukia|HO|2850|Brahmaputra/Buridehing|GQ|27.2844|95.6628|brah|x2B|PF12-4121472620|||GM, Margherita town north|27.29209|95.66049|0.89|0.257|27.28539|95.66045|3036.3|3037.4|27.28417|95.6625|3045.8|6.5|-0.3|||1|1|1|1|1|1|G1
